facilityType,seNumber,sectionPiId,standardId,statement,intentTooltip,sortOrder,active
HOSPITAL,40,40.6,40.6.1,"Standard
Each patient's educational needs are assessed and written in their record.","Education is focused on the specific knowledge and skills the patient and his or her family will need to make care decisions, participate in care, and continue care at home. Variables like educational literacy, beliefs and limitations are taken into account. The organisation decides the placement and format for educational assessment, planning and delivery of information in the patient's record. Education is provided to support care decisions of patients and families. In addition, when a patient or family directly participate in providing care, for example changing dressings, feeding and administration of medication, they need to be educated. On occasion, it is important that they be aware of any financial implications associated with care choices, such as choosing to remain an inpatient rather than an outpatient. Education in areas that carry high risk to patients is routinely provided by the organisation, for instance safe and effective use of medications and medical equipment. Community organisations that support health promotion and disease prevention education are identified, and, when possible, ongoing relationships are established.",1,TRUE
HOSPITAL,40,40.6,40.6.2,"Standard
Education methods consider the patient’s and family’s values and preferences.","Learning occurs when attention is paid to the methods used to educate patients and families. The organisation selects appropriate educational methods and people to provide the education. Personnel collaboration helps to ensure that the information patients and families receive is comprehensive, consistent, and as effective as possible.",2,TRUE
HOSPITAL,40,40.7,40.7.1,"Standard
The organisation designs and implements processes to provide continuity of patient care services within the organisation and coordination among health professionals.","As patients move through a healthcare organisation from admission to discharge or transfer, several departments, services and healthcare providers may be involved in providing care. Without coordination and effective transfer of information and responsibilities, errors of omission and commission are more likely to occur, exposing the patient to avoidable risks. The organisation should therefore document and implement procedures to minimise the likelihood of these errors occurring.",1,TRUE
HOSPITAL,40,40.7,40.7.2,"Standard
There is a process known to personnel to refer patients for specialised consultation, investigations and/or treatment at other healthcare organisations.","Medical practitioners may need to refer patients to other facilities for a secondary consultation to confirm an opinion, access more extensive diagnostic evaluations than may be available locally, or access specialised treatment that the referring organisation may be unable to provide. This standard refers to the process by which a patient is referred to another healthcare organisation only to access services not offered by the referring organisation and then returns to the referring organisation to receive ongoing care, either as part of their care as an inpatient (in which case they will return to the organisation following their review at the referral organisation) or while under the care of the outpatient department. Organisational policy must clearly describe this referral process.",2,TRUE
HOSPITAL,40,40.7,40.7.3,"Standard
There is a process to transfer patients to another organisation to meet their continuing needs.","This standard refers to the process by which a patient is discharged from the transferring organisation and handed over to receive ongoing care at another healthcare organisation. Transfer may be to a higher level of care for specialised consultation and/or treatment, or for less intensive services such as sub-acute care or long-term rehabilitation. To ensure continuity of care, adequate information must accompany the patient. Transfer may be an uncomplicated process with the patient alert and talking, or may involve continuous nursing or medical supervision. The qualifications of the individual accompanying the patient must be appropriate to the level of care required during transfer. The process for transferring the patient must consider transportation needs as well as clinical needs.",3,TRUE
HOSPITAL,40,40.7,40.7.4,"Standard
There is an organised process to discharge patients.","Care planning should include arrangements to meet the patients' continuing needs after discharge as early in the care process as possible. Instructions for discharge and follow-up visits must be clear and provided in writing. The discharge summary is one of the most important documents for ensuring continuity of care and facilitating correct management at subsequent visits. Information provided by the organisation may include when to resume daily activities, preventive practices relevant to the patient's condition and, when appropriate, information on coping with disease or disability. At discharge, patients should be alerted to symptoms and signs related to their diagnosis which require urgent medical attention and how to access healthcare services should they develop such symptoms or signs. This process is referred to as ""safety-netting"". The discharge summary must contain the following content as a minimum: a)   The diagnosis of main and significant illnesses and reason for admission b)   The results of investigations that will influence further management c)   All procedures performed d)   All significant findings e)   The patient's condition at discharge f)    Discharge medication g)   Follow-up arrangements where appropriate, including emergency review",4,TRUE
HOSPITAL,40,40.8,40.8.1,"Standard
A formalised proactive quality improvement approach is maintained in the child and family service.","The senior management team is responsible for ensuring that standards are set throughout the organisation. Within each department or service, unit managers should ensure that standards are set for the particular unit. Departmental or service managers should use available data and information to identify priority areas for quality monitoring and improvement. This should be done in collaboration with the organisation's central quality management structures to ensure coordinated quality improvement activities throughout the organisation. Quality monitoring is typically applied to high risk, high volume or high cost activities, or areas of concern identified by personnel, patients or visitors. Some examples of activities that may benefit from quality monitoring include: ·       Patient assessment ·       Procedures carried out ·       The use of medication ·       Medication errors ·       Patient and family expectations and satisfaction The following will be evaluated: ·       The manner in which problems were identified and prioritised in this service for which quality improvement activities were initiated ·       The processes put in place to resolve the problems ·       The identification of indicators to measure improvement ·       The tool(s) used to evaluate these indicators ·       The monitoring of these indicators and corrective steps taken when goals were not achieved ·       Graphed and/or tabled results, as appropriate A once-off project such as acquiring a specific item of equipment will be scored NC. Quality improvement processes not related to the clinical quality of patient care but to the environment within which care is provided, for example, monitoring the checking of the emergency trolley over time, will be scored PC.",1,TRUE
HOSPITAL,40,40.9,40.9.1,"Standard
The organisation is responsible for providing processes that support patient and family rights during care.","This refers to the implementation of organisational policy on patient and family rights. Compliance will be verified during observation of patient care processes, patient record audits and patient interviews.",1,TRUE
HOSPITAL,40,40.10,40.10.1,"Standard
There is a comprehensive infection prevention and control programme encompassing patient care and employee health.",This standard measures the implementation of the organisational policy for infection prevention and control at unit level as well as the identification of unit-specific infection control risks. Personnel must be aware of the policy and there must be evidence that it is implemented throughout the organisation.,1,TRUE
HOSPITAL,40,40.11,40.11.1,"Standard
The organisation directs and controls risk management programmes, which include health and safety programmes that comply with legislation.",This standard measures the implementation of the organisational policy for occupational health and safety and risk management at unit level as well as the identification of unit- specific risks. Personnel must be aware of the policy and there must be evidence that it is implemented throughout the organisation.,1,TRUE
HOSPITAL,41,41.1,41.1.1,"Standard
The electro-convulsive therapy service is managed and staffed to provide a safe and effective service.",Electro-convulsive therapy personnel work with organisation leaders to ensure adequate and suitable management processes and staffing of the unit. The qualifications of those persons who administer anaesthesia in the organisation are documented in accordance with current local/international professional society standards.,1,TRUE
HOSPITAL,41,41.1,41.1.2,"Standard
Clinical practice guidelines are used to guide patient care and reduce unwanted variation.","Clinical practice guidelines provide a means for improving quality and assist practitioners in making clinical decisions. Consideration should be given to providing guidelines for high risk, high volume and high cost conditions as these are the areas that represent the highest risk to patients and the organisation. In addition, guidelines should be available for conditions which are rarely seen but may have severe consequences for patients if misdiagnosed or mismanaged. Guidelines are found in the literature under many names including practice parameters, practice guidelines, patient care protocols, standards of practice, care pathways, etc. Regardless of the source, the scientific basis of guidelines should be reviewed and approved by the clinical leaders and clinical practitioners before implementation. This will ensure that they meet the criteria established by the leaders and are adapted to the community, patient needs and organisation resources. Once adopted, guidelines should be reviewed on a regular basis to ensure their continued relevance.",2,TRUE
HOSPITAL,41,41.2,41.2.1,"Standard
All patients cared for by the organisation have their healthcare needs identified through an established assessment process within appropriate time frames.","When a patient enters a department, the specific information required and the procedures for obtaining and documenting it depend on the patient's needs and on the setting in which care is being provided. Certain patients may require a modified assessment, for example, very young patients, the frail or elderly, those terminally ill or in pain, patients suspected of drug and/or alcohol dependence and victims of abuse and neglect. When appropriate, the assessment process should be modified to respect local cultural practices. The organisation defines, in writing, the scope and content of assessments to be performed by each clinical discipline within its scope of practice and applicable laws and regulations. These findings are used throughout the care process to evaluate patient progress and understand the need for reassessment. It is essential that assessments are documented well and can be easily retrieved from the patient's record. The healthcare organisation determines the time frame for completing assessments. This may vary in the different settings within the organisation. When the medical assessment was conducted by a different healthcare organisation, a legible copy of the findings should be filed in the patient's record. Any significant changes in the patient's condition since this assessment should be recorded.",1,TRUE
HOSPITAL,41,41.2,41.2.2,"Standard
ECT specific policies and procedures are implemented.","Guidelines of professional societies and associations are available and followed wherever anaesthesia is administered. This includes nursing personnel who assist the anaesthetist and who monitor the recovery of patients. Implementing these guidelines is particularly important with regard to the qualifications, training and experience required by personnel members in the service, and also the provision, maintenance and use of medical equipment and drugs. Controlling bodies also develop guidelines and regulations relating to professional practice. Policies and procedures are necessary to guide the administration of the ECT service to ensure the smooth operation of the service, and to ensure that personnel act swiftly and in a coordinated manner in an emergency. These are made available to all unit, recovery room and anaesthetic personnel, and are known and implemented. Biohazards which need to be monitored and notified include electrical hazards.",2,TRUE
HOSPITAL,41,41.3,41.3.1,"Standard
A pre-anaesthetic assessment is conducted and recorded.","Psychiatric patients sometimes receive anaesthesia for electroconvulsive therapy. The preoperative anaesthesia assessment determines if the patient is a suitable candidate for the planned anaesthetic. The clinical assessment and results of investigations must be available to the doctor performing the assessment. Because anaesthesia carries a high level of risk, its administration must be carefully planned. The patient's pre-anaesthetic assessment is the basis for that plan. The pre- anaesthetic assessment provides information required to: ·       Select the anaesthesia and plan anaesthesia care ·       Identify any drug sensitivities ·       Safely administer an appropriate anaesthetic ·       Interpret findings of patient monitoring An anaesthesiologist or other qualified individual conducts the pre-anaesthetic assessment. Anaesthetic care is carefully planned and documented in the anaesthetic record. The plan considers information from the assessment of other health professionals in the multi- disciplinary team and identifies the anaesthetic to be used, the method of administration, other medication and fluids, monitoring procedures, and anticipated post-anaesthetic care. The anaesthetic planning process includes education of the patient and his or her family or decision-maker on the risks, potential complications and options related to the planned anaesthetic and postoperative analgesia. This discussion occurs as part of the process to obtain consent for anaesthesia. The anaesthesiologist or the qualified individual who will administer anaesthesia provides this education.",1,TRUE
HOSPITAL,41,41.3,41.3.2,"Standard
Each patient's physiological status is monitored during anaesthesia and recorded.","The anaesthetist monitors and records the physiological status of the patient during anaesthesia and enters the drugs and intravenous fluids used and the anaesthetic in the patient's anaesthetic record. The anaesthetist has access to the patient care notes and is familiarised with the findings of the medical examination. It is important that each health professional has access to the records of other care providers, in accordance with organisation policy.",2,TRUE
HOSPITAL,41,41.3,41.3.3,"Standard
There is a system to monitor and document each patient's post-anaesthetic status and to discharge the patient from the recovery area according to accepted guidelines.","Physiological monitoring provides reliable information about the patient's status during the administration of anaesthesia and the recovery period. Monitoring methods depend on the patient's pre-anaesthetic status, choice of anaesthetic and complexity of the procedure performed during anaesthesia. In all cases however, the monitoring process is continuous and the results are entered into the patient's record. Monitoring during anaesthesia provides the basis for monitoring during the post-anaesthetic recovery period. The ongoing, systematic collection and analysis of data on the patient's status in recovery may support decisions about moving the patient to other settings and less intensive services. Only a suitably qualified and experienced registered nurse or designated medical personnel may carry out monitoring in the recovery area. Recording of monitoring data provides the documentation to support discharge decisions. The anaesthetist or other qualified individual decides whether the patient can be discharged from the recovery area to another level of care or from the organisation (as in the case of ambulatory anaesthesia). Standardised criteria developed by medical personnel are used to make discharge decisions. The decision to discharge the patient from the recovery area is recorded in the patient's record. The time of arrival and discharge from the recovery area are recorded. Signatures of those who handed over and those who received the patient are recorded.",3,TRUE
HOSPITAL,41,41.4,41.4.1,"Standard
Facilities for safe surgical and anaesthetic care are provided and maintained.","The design of the ECT treatment area provides space for the reception, anaesthesia, treatment, recovery and observation of patients. There are areas for the disposal and collection of used equipment and waste, including contaminated waste and sharps. Safe and adequate storage space for pharmaceutical and surgical supplies is available including separate lockable cupboards for controlled medication. Personnel are provided with office facilities or a day station, a restroom, washrooms and toilets.",1,TRUE
HOSPITAL,41,41.4,41.4.2,"Standard
Anaesthetic equipment, supplies and medications used comply with the recommendations of local/international anaesthetic professional organisations or alternate authoritative sources.","Anaesthetic risks are significantly reduced when appropriate and well-functioning equipment is used to administer anaesthesia and monitor the patient. Adequate supplies and medication must also be available for planned use and emergency situations. Each organisation understands the required or recommended equipment, supplies and medications necessary to provide anaesthesia services to its patient population. Recommendations on equipment, supplies and medication can come from a government agency, national or international anaesthetic professional guidelines or other authoritative sources. There is an equipment maintenance programme.",2,TRUE
HOSPITAL,41,41.4,41.4.3,"Standard
Emergency and protective equipment are provided in the operating theatre.","Electro-convulsive therapy personnel must prepare for any emergencies through the provision of emergency and protective equipment. Every patient care area must have access to resuscitation equipment within one minute of any patient collapsing that includes as a minimum: a)      Defibrillator or automated external defibrillator (AED) with adult and paediatric (where applicable) paddles/pads available within three minutes of any patient collapsing b)      ECG monitor c)      CPR board d)      Suction apparatus, hard and soft suction catheters and suction tubing e)      A bag-mask manual ventilator (Ambubag) or equivalent f)       A range of endotracheal tubes and two laryngoscopes, with a range of straight and curved blades, spare batteries and spare globes where applicable g)      An introducer/stylet for endotracheal intubation h)      A syringe to inflate the endotracheal tube cuff i)       A laryngeal mask airway j)       Oral airways k)      Equipment to perform an emergency cricothyroidotomy l)       Medication for cardiac and respiratory arrest, coma, fits and states of shock (including paediatric doses where applicable) m)    Appropriate consumables for intravenous therapy and medication administration and volume expanders (including paediatric sizes where applicable)",3,TRUE
HOSPITAL,41,41.4,41.4.4,"Standard
Recovery room facilities and equipment are available to provide safe and effective care.","The number of beds/trolley spaces in the recovery room provides sufficient space for at least one patient from each ECT treatment room that it services and is sufficient for peak loads. The provision, use and maintenance of recovery room equipment comply with the guidelines for practice of local/international professional societies.",4,TRUE
HOSPITAL,41,41.5,41.5.1,"Standard
A formalised proactive quality improvement approach is maintained in the electro- convulsive therapy service.","The senior management team is responsible for ensuring that standards are set throughout the organisation. Within each department or service, unit managers should ensure that standards are set for the particular unit. Departmental or service managers should use available data and information to identify priority areas for quality monitoring and improvement. This should be done in collaboration with the organisation's central quality management structures to ensure coordinated quality improvement activities throughout the organisation. Quality monitoring is typically applied to high risk, high volume or high cost activities, or areas of concern identified by personnel, patients or visitors. Some examples of activities that may benefit from quality monitoring include: ·       Patient assessment ·       Procedures carried out ·       The use of medication ·       Medication errors ·       Patient and family expectations and satisfaction The following will be evaluated: ·       The manner in which problems were identified and prioritised in this service for which quality improvement activities were initiated ·       The processes put in place to resolve the problems ·       The identification of indicators to measure improvement ·       The tool(s) used to evaluate these indicators ·       The monitoring of these indicators and corrective steps taken when goals were not achieved ·       Graphed and/or tabled results, as appropriate A once-off project such as acquiring a specific item of equipment will be scored NC. Quality improvement processes not related to the clinical quality of patient care but to the environment within which care is provided, for example, monitoring the checking of the emergency trolley over time, will be scored PC.",1,TRUE
HOSPITAL,41,41.6,41.6.1,"Standard
The organisation is responsible for providing processes that support patient and family rights during care.","This refers to the implementation of organisational policy on patient and family rights. Compliance will be verified during observation of patient care processes, patient record audits and patient interviews.",1,TRUE
HOSPITAL,41,41.7,41.7.1,"Standard
There is a comprehensive infection prevention and control programme encompassing patient care and employee health.",This standard measures the implementation of the organisational policy for infection prevention and control at unit level as well as the identification of unit-specific infection control risks. Personnel must be aware of the policy and there must be evidence that it is implemented throughout the organisation.,1,TRUE
HOSPITAL,41,41.8,41.8.1,"Standard
The organisation directs and controls risk management programmes, which include health and safety programmes that comply with legislation.",This standard measures the implementation of the organisational policy for occupational health and safety and risk management at unit level as well as the identification of unit- specific risks. Personnel must be aware of the policy and there must be evidence that it is implemented throughout the organisation.,1,TRUE
HOSPITAL,42,42.1,42.1.1,"Standard
During all phases of care, there are qualified individuals responsible for the patient's care.",The individuals who bear overall responsibility for the patient's care or a particular phase of care are identified in the patient's record or in a manner that is made known to the personnel.,1,TRUE
HOSPITAL,42,42.1,42.1.2,"Standard
Clinical practice guidelines are used to guide patient care and reduce unwanted variation.","Clinical practice guidelines provide a means for improving quality and assist practitioners in making clinical decisions. Consideration should be given to providing guidelines for high risk, high volume and high cost conditions as these are the areas that represent the highest risk to patients and the organisation. In addition, guidelines should be available for conditions which are rarely seen but may have severe consequences for patients if misdiagnosed or mismanaged. Guidelines are found in the literature under many names including practice parameters, practice guidelines, patient care protocols, standards of practice, care pathways, etc. Regardless of the source, the scientific basis of guidelines should be reviewed and approved by the clinical leaders and clinical practitioners before implementation. This will ensure that they meet the criteria established by the leaders and are adapted to the community, patient needs and organisation resources. Once adopted, guidelines should be reviewed on a regular basis to ensure their continued relevance.",2,TRUE
HOSPITAL,42,42.1,42.1.3,"Standard
The delivery of services is integrated and coordinated amongst care providers.","The coordination of patient care depends on the exchange of information between the multidisciplinary team. This can be through verbal, written or electronic means according to appropriate policies determined by the organisation. Clinical leaders should use techniques to better integrate and coordinate care for their patients (for example, team-delivered care, multi-departmental patient care rounds, combined care planning forums, integrated patient records, case managers). The process for working together will be simple and informal when the patient's needs are not complex. The patient, family and others are included in the decision process when appropriate. The patient's record contains a history of all care provided by the multidisciplinary team and is made available to all relevant caregivers who are authorised to have access to its content.",3,TRUE
HOSPITAL,42,42.2,42.2.1,"Standard
All patients cared for by the organisation have their healthcare needs identified through an established assessment process within appropriate time frames.","When a patient enters a ward or department, the specific information required and the procedures for obtaining and documenting it depend on the patient's needs and on the setting in which care is being provided. The organisation defines, in writing, the scope and content of assessments to be performed by each clinical discipline within its scope of practice and applicable laws and regulations. These findings are used throughout the care process to evaluate patient progress and understand the need for reassessment. It is essential that assessments are documented well and can be easily retrieved from the patient's record. The healthcare organisation determines the time frame for completing assessments. This may vary in the different settings within the organisation.",1,TRUE
HOSPITAL,42,42.2,42.2.2,"Standard
Each patient has an initial assessment which complies with current policies, procedures and guidelines.","The initial assessment of a patient is critical for the identification of the needs of the patient and initiation of the care process. Patients' social, cultural and family status are important factors that can influence their response to illness and care. Families can be of considerable assistance in these areas of assessment and in understanding the patient's wishes and preferences. Financial factors should be assessed as part of the social assessment, particularly when the patient and his/her family will be responsible for the cost of all or a portion of the care. A functional and nutritional assessment allows for the patient to be referred for specialist care if necessary. Certain patients may require a modified assessment for example, the frail or elderly, those terminally ill or in pain, patients suspected of drug and/or alcohol dependence and victims of abuse and neglect. When appropriate, the assessment process should be modified to respect local cultural practices. The outcome of the patient's initial assessment should result in an understanding of the patient's medical and nursing needs so that care and treatment can begin. Planning for discharge should be commenced during this initial assessment process. When the medical assessment was conducted by a different healthcare organisation, a legible copy of the findings should be filed in the patient's record. Any significant changes in the patient's condition since this assessment should be recorded.",2,TRUE
HOSPITAL,42,42.2,42.2.3,"Standard
Pre-and post-anaesthetic assessments are documented.",Psychiatric patients sometimes receive anaesthesia for electroconvulsive therapy. The preoperative anaesthesia assessment determines if the patient is a suitable candidate for the planned anaesthetic. The clinical assessment and results of investigations must be available to the doctor performing the assessment. A patient's post-procedural care in recovery and at ward level is related to the procedure.,3,TRUE
HOSPITAL,42,42.2,42.2.4,"Standard
Healthcare professionals responsible for patient care collaborate to analyse and integrate assessment information.","Patients benefit most when the personnel responsible for their care work together to analyse the assessment findings and to combine this information into a comprehensive picture of his or her condition. From this collaboration, the patient's needs are identified, the order of their importance is established, and care decisions are made.",4,TRUE
HOSPITAL,42,42.3,42.3.1,"Standard
Adequate resources are available for the provision of safe care to patients in the service.","In order to provide safe patient care, each unit requires adequate resources. The physical facilities required include adequate office accommodation for personnel, sluice rooms which are hygienically clean, treatment and dressing rooms, and adequate storage space for clean linen. Counseling and treatment rooms, group rooms, a dining room, an out-door area, structured activity programmes and condition-appropriate games should also be available. Cleaning equipment is safely stored in a room or cupboard expressly for this purpose. No cleaning equipment should be stored in areas where clean linen, medical supplies or food are stored. There are adequate toilet and bathing facilities for the number of patients in the ward as determined by country specific legislation. There is adequate lighting and ventilation. Nurse call systems are available at bedsides and in bathrooms and toilets and is connected to the emergency power supply. There is at least one oxygen and one vacuum point for every 2 beds. Where there is no piped oxygen and vacuum supply, there are mobile oxygen and vacuum pumps. All necessary fittings for oxygen and suction are in place and working. Each bed is serviced by at least one electrical socket outlet. Each ward is provided with a socket outlet which is connected to the emergency power supply. Every patient care area must have access to resuscitation equipment within one minute of any patient collapsing that includes as a minimum: a)      Defibrillator or automated external defibrillator (AED) with adult and paediatric (where applicable) paddles/pads available within three minutes of any patient collapsing b)      ECG monitor c)      CPR board d)      Suction apparatus, hard and soft suction catheters and suction tubing e)      A bag-mask manual ventilator (Ambubag) or equivalent f)       A range of endotracheal tubes and two laryngoscopes, with a range of straight and curved blades, spare batteries and spare globes where applicable g)      An introducer/stylet for endotracheal intubation h)      A syringe to inflate the endotracheal tube cuff i)       A laryngeal mask airway j)       Oral airways k)      Equipment to perform an emergency cricothyroidotomy l)       Medication for cardiac and respiratory arrest, coma, fits and states of shock (including paediatric doses where applicable) m)    Appropriate consumables for intravenous therapy and medication administration and volume expanders (including paediatric sizes where applicable)",1,TRUE
HOSPITAL,42,42.3,42.3.2,"Standard
The care provided to each patient is planned and written in the patient’s record.","A single, integrated plan is preferable to the entry of a separate care plan recorded by each healthcare professional. The care plan should include the care to be delivered and the intended goals of care. Collaborative care and treatment team meetings or similar patient discussions are recorded. Diagnostic and other procedures must be ordered by individuals qualified to do so. These orders must be easily accessible if they are to be acted on in a timely manner. Locating orders on a common sheet or in a uniform location in patient records facilitates the correct understanding and carrying out of orders. The reason for requesting diagnostic imaging or laboratory tests should be recorded if this reason will be required for interpretation of the results. An organisation decides: •       Which orders must be written rather than verbal •       Who is permitted to write orders •       Where orders are to be located in the patient record The method used must respect the confidentiality of patient care information for example, order books must not be kept in an area where they can be seen by other patients or visitors and verbal orders, including those given over the telephone, should be taken in an area where they cannot be overheard.",2,TRUE
HOSPITAL,42,42.3,42.3.3,"Standard
Each patient participates in a structured treatment plan.","Each patient has psychotherapeutic interviews with an appropriately qualified person to meet his/her needs. There is a structured therapeutic environment which allows for group therapy, occupational therapy, or music or art therapy as required by individual patients.",3,TRUE
HOSPITAL,42,42.3,42.3.4,"Standard
Compassionate care is provided to the dying and to those in pain.","While pain may be a part of the patient experience, unrelieved pain has adverse physical and psychological effects. The patient's right to appropriate assessment and management of pain is respected and supported. The organisation has processes to: •     Identify patients with pain during initial assessment and reassessment •     Communicate with, and provide education for, patients and families about pain management in the context of their personal, cultural and religious beliefs •     Educate healthcare providers in pain assessment and management. Dying patients have unique needs for respectful, compassionate care. Concern for the patient's comfort and dignity guides all aspects of care during the final stages of life. To accomplish this, all personnel are made aware of the unique needs of patients at the end of life. These needs include treatment of primary and secondary symptoms; pain management; response to the psychological, social, emotional, religious and cultural concerns of the patient and family; and involvement in care decisions.",4,TRUE
HOSPITAL,42,42.3,42.3.5,"Standard
Policies and procedures guide the care of high-risk patients and the provision of high-risk services.","Patients admitted to the forensic service of a mental health service organisation are considered high risk by virtue of their condition. Policies and procedures are important for personnel to understand high-risk patients and services, and to respond in a thorough, competent and uniform manner. The clinical and managerial leaders take responsibility for identifying the patients and services considered high-risk, using a collaborative process to develop policies and procedures and to train personnel in their implementation. Of particular concern is that the policies or procedures identify: •     How planning will occur •     The documentation required for the care team to work effectively •     Special consent considerations •     Monitoring requirements •     Special qualifications or skills of personnel involved in the care process Clinical guidelines and pathways are frequently helpful and may be incorporated in the process. Monitoring provides the information needed to ensure that the policies and procedures are adequately implemented and followed for all relevant patients and services. High risk patients and procedures in the forensic service include (where applicable): a)   Care of emergency patients b)   The observation of patients referred by the court c)   Management of patients requiring restraint (including the handling, storage, use, administration and documentation required when a patient is restrained) d)   The management of patients requiring chemical restraint (including the handling, storage, use, administration and documentation required when a patient is chemically restrained) e)   Management of patients who may be a danger to themselves or others f)    Management of the violent patient g)   Management of the detoxification stage of treatment h)   The administration of electroconvulsive therapy i)    The management of patients in seclusion (including the documentation required when a patient is treated in seclusion) j)    Management of patients absconding or attempting to abscond from the forensic unit k)   The transfer of patients from the forensic service l)    The referral of patient to other health workers/organisations m) The granting of patients leave from the forensic service.",5,TRUE
HOSPITAL,42,42.3,42.3.6,"Standard
Adequate information is provided when obtaining informed consent from patients or their legal representatives.","Patients and their families or decision-makers must receive adequate information to participate in care decisions by being informed as to what tests, procedures and treatments require consent and how they can give consent, for example verbally, by signing a consent form, or through some other mechanism. Patients and families understand who may, in addition to the patient, give consent. Organisation policy must define the situations under which informed consent is required and specify the type of consent required, for example, written or verbal consent. The leaders must agree and implement a standardised procedure for obtaining informed consent which meets all requirements of country-specific legislation and includes: a)   Discussion of the patient's diagnosis and why the procedure is advised b)   The identification and designation of the person who is authorised to perform the procedure c)   A thorough explanation of the proposed procedure in a clear and understandable manner d)   The expected benefits of the procedure e)   The likelihood of success of the procedure f)    The expected course of recovery following the procedure g)   The potential risks and complications of the procedure h)   A discussion of viable alternative options including risks and benefits i)    The potential risks of refusing the proposed procedure j)    Confirmation that the patient or their legal representative has understood the information provided k)   An opportunity for the patient or their legal representative to ask questions l)    Comprehensive documentation of the process followed to obtain informed consent. m) How to obtain consent if the patient is unable to give consent due to age, diminished mental capacity (for example, delirium, learning difficulties, etc.) or by virtue of their physical illness (for example, comatose) n)   Documentation of the signature of the patient or their legal representative for written consent o)   Documentation of verbal consent in the patient record The procedure for obtaining informed consent should acknowledge and accommodate religious, cultural and social needs of patients and their families. The leaders must agree and implement a process for the documentation of verbal consent. Where written consent is required, it can be useful to include the steps in the process in the consent form with space allocated for signature of the patient and the personnel member providing the information to confirm that the step has been completed satisfactorily. Personnel responsible for obtaining informed consent must receive training on the agreed policies and procedures relating to informed consent to ensure that they are fully aware of organisation requirements. Consent should only be obtained by suitably trained professional personnel who are familiar with the procedure and its risks, complications and alternatives. Ideally, the person who will perform the procedure should be the one to obtain consent for the procedure. Where this is not the case, the patient should be informed of which healthcare professional will be performing the procedure. Where permissible according to country-specific legislation, organisation personnel who can consent on behalf of patients unable to give independent consent should be identified. This will require a detailed policy and procedure which should reflect the requirements set out in the relevant national legislation. A copy of this legislation should be available to be read in conjunction with the policy.",6,TRUE
HOSPITAL,42,42.4,42.4.1,"Standard
Medication is ordered according to organisational policy and stored in a secure and clean environment.","Organisational policy on the ordering and storage of medication must be followed in each patient care area which stores medication for administration to patients under their care. Each organisation must identify those individuals permitted to order medication. These individuals must have the knowledge and experience required by law, registration or regulations to be permitted to order medication. The organisation must identify any additional individuals permitted to order medication in emergency situations. Medication must be stored in a clean and secure environment that complies with legislation, regulation and professional practice standards. Medication must be clearly labelled, correctly stored and protected from heat, light and moisture where necessary. Scheduled (controlled) drugs/narcotics/barbiturates and other dangerous drugs must be stored according to country-specific requirements. As a minimum, these drugs must be stored in a locked cupboard or container of substantial construction. ""Substantial"" construction is interpreted to be a cupboard/container that is mounted to the wall or fixed to the floor. Most often, these are steel cabinets, but solid wooden cupboards are also acceptable. There must be a registry, log or other system to monitor and account for controlled substances, which must be completed at the same time that medication is received, administered or returned. Refrigeration facilities must be provided for safe storage of certain medication. There must be a process to ensure that thermolabile medication has been stored and transported at the correct temperature throughout the life of the medication. Refrigerators must be cleaned regularly and defrosted when necessary. Doors, hinges and seals must all be functional.",1,TRUE
HOSPITAL,42,42.4,42.4.2,"Standard
Medication use throughout the organisation complies with applicable laws and regulations.","Medication management is not only the responsibility of the pharmaceutical service but also of managers and clinical care providers. Medical, nursing, pharmacy and administrative personnel should participate in a collaborative process to develop and monitor policies and procedures. Each organisation must identify those individuals permitted to prescribe medication. These individuals must have the requisite knowledge and experience, and be permitted by law, registration or regulations to prescribe medication. The organisation must identify any additional individuals permitted to prescribe medication in emergency situations. Prescription of medication and verbal medication orders must be issued and documented according to organisational policy. The safe administration of medication requires a strict and comprehensive policy. The policy relating to the administration of medication into catheters and tubing must include steps to ensure that the tubing is checked prior to administration to ensure that medication is not administered via the wrong route. Only personnel who are suitably trained and experienced must be permitted to administer medication to patients and this responsibility must be documented. The patient, medical practitioner, nurse and other care providers must work together to monitor patients on medication. The purpose of monitoring is to evaluate the patient's response to medication, adjust the dosage or type of medication when needed and identify, record and report any adverse effects the patient may suffer as a result of the medication. Doctors, nurses and pharmacists are expected to report adverse reactions that are suspected to be related to medication, irrespective of whether the reaction is well recognised, potentially serious or clinically insignificant. The organisation must ensure that country-specific requirements for the reporting of adverse drug reactions are followed. In addition to the reporting of adverse drug reactions, there must be a system for the reporting and investigation of medication errors. The system must focus on the prevention of medication errors through understanding the types of errors that occur. Each error should be investigated to understand why it happened. Where necessary, processes should be adapted to incorporate measures which will reduce the likelihood of the error happening again. Personnel training, either in existing or adapted medication administration processes, can be beneficial in preventing future errors. Pharmacy personnel should participate in such training interventions. Only personnel who are suitably trained and experienced may administer medication to patients. The responsibility of these persons for medication administration is documented.",2,TRUE
